CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41122892,TRINI BREAKFAST SHED II,BROOKLYN,3209,CHURCH AVENUE,11226,7182822646,Caribbean,12/02/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,12/02/2016,06/18/2018,Cycle Inspection / Initial Inspection
50047599,LIANG FAN DIAN,MANHATTAN,15,DIVISION ST,10002,2129411273,Chinese,06/13/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,64,,,06/18/2018,Cycle Inspection / Initial Inspection
40711820,DAGAN PIZZA,BROOKLYN,6187,STRICKLAND AVENUE,11234,7182090636,Pizza,07/27/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,07/27/2017,06/18/2018,Cycle Inspection / Initial Inspection
50007972,TWIST AND SMASH'D SPORTS,QUEENS,3402,STEINWAY ST,11101,7189376622,American,02/21/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016,2126832779,Chinese,09/21/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,B,09/21/2016,06/18/2018,Cycle Inspection / Re-inspection
41585774,FRANK'S LOUNGE & BAR,BROOKLYN,660,FULTON STREET,11217,7186259339,American,09/16/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15,B,09/16/2016,06/18/2018,Cycle Inspection / Re-inspection
50006310,CLAW DADDY'S,MANHATTAN,185,ORCHARD ST,10002,6465906816,Seafood,12/01/2016,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,14,,,06/18/2018,Cycle Inspection / Initial Inspection
40704315,RAMEN-YA,MANHATTAN,181,WEST    4 STREET,10014,2129895440,Japanese,05/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,05/26/2016,06/18/2018,Cycle Inspection / Initial Inspection
50004552,THE LITTLE BEET / MELT SHOP,MANHATTAN,135,W 50TH ST,10020,2124592338,American,11/17/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,11/17/2017,06/18/2018,Cycle Inspection / Re-inspection
41596870,WO HOP CITY,MANHATTAN,15,MOTT STREET,10013,2125663841,Chinese,04/24/2015,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5,P,04/24/2015,06/18/2018,Cycle Inspection / Reopening Inspection
41373868,NOTE THAI,BROOKLYN,279,BUSHWICK AVENUE,11206,7183812889,Thai,09/21/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,06/18/2018,Cycle Inspection / Initial Inspection
50048709,SERENATA,MANHATTAN,111,W 17TH ST,10011,2019620270,Mexican,08/29/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50015185,MARCY & MYRTLE COFFEE BAR,BROOKLYN,574,MARCY AVE,11206,9176620727,Caf?©/Coffee/Tea,09/21/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,,06/18/2018,Cycle Inspection / Initial Inspection
50005142,EMPIRE STEAKHOUSE,MANHATTAN,237,W 54TH ST,10019,2125869700,Steak,11/28/2017,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,06/18/2018,Administrative Miscellaneous / Re-inspection
41165123,PICA PICA RESTAURANT,BROOKLYN,392,BROADWAY,11211,7185992165,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/04/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
40673117,10TH AVENUE PIZZA & CAFE,MANHATTAN,256,10TH AVE BET 24 & 25 ST ),10001,2123669222,Pizza,03/24/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,,,06/18/2018,Cycle Inspection / Initial Inspection
41063946,V CAFE,MANHATTAN,345,GREENWICH STREET,10013,2124315888,Vietnamese/Cambodian/Malaysia,12/04/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,06/18/2018,Cycle Inspection / Initial Inspection
50074063,THE LOW POST,BROOKLYN,1452,FULTON ST,11216,3476272687,American,06/15/2018,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,6,A,06/15/2018,06/18/2018,Pre-permit (Operational) / Initial Inspection
50012840,MR. WONTON,QUEENS,7805,JAMAICA AVE,11421,7182963800,Chinese,12/12/2015,Violations were cited in the following area(s).,15I,''''No Smoking and/or 'Smoking Permitted sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,,,,06/18/2018,Smoke-Free Air Act / Initial Inspection
41439359,KESTANE KEBAB,BROOKLYN,110,NASSAU AVENUE,11222,7183498601,Turkish,12/01/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,12/01/2017,06/18/2018,Cycle Inspection / Initial Inspection
50043360,Ramen Zamurai,BROOKLYN,52,7TH AVE,11217,7183985500,Japanese,09/27/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,09/27/2016,06/18/2018,Cycle Inspection / Re-inspection
50005469,LITTLE CAESARS,BRONX,3533,BOSTON RD,10469,5166221202,Pizza,08/10/2017,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,2,A,08/10/2017,06/18/2018,Cycle Inspection / Re-inspection
40861946,SUPPER,MANHATTAN,156,EAST    2 STREET,10009,2124777600,Italian,08/16/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,08/16/2016,06/18/2018,Cycle Inspection / Re-inspection
50010310,HANABI,MANHATTAN,1450,2ND AVE,10021,2125701888,Japanese,11/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/13/2017,06/18/2018,Cycle Inspection / Initial Inspection
50054454,THE BRAZEN TAVERN,MANHATTAN,356,W 44TH ST,10036,6466785989,American,02/07/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,02/07/2018,06/18/2018,Cycle Inspection / Initial Inspection
50034497,750 MYRTLE DINER,BROOKLYN,750,MYRTLE AVE,11205,2017599585,American,04/20/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,20,,,06/18/2018,Pre-permit (Non-operational) / Initial Inspection
41360895,NINTH STREET ESPRESSO,MANHATTAN,341,EAST 10 STREET,10009,2127773508,Caf?©/Coffee/Tea,02/20/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,02/20/2018,06/18/2018,Cycle Inspection / Initial Inspection
50017748,Home Chef International Flavors,QUEENS,23114,MERRICK BLVD,11413,7187495745,Caribbean,06/04/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,06/04/2015,06/18/2018,Pre-permit (Operational) / Re-inspection
41158071,CARROLL GARDENS CLASSIC DINER,BROOKLYN,155,SMITH STREET,11201,7184039940,American,01/10/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11,A,01/10/2018,06/18/2018,Cycle Inspection / Initial Inspection
50051302,HAPPY FRESH TACO,QUEENS,1693A,PUTNAM AVE,11385,7183816669,Mexican,03/29/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,,06/18/2018,Cycle Inspection / Initial Inspection
41234126,MAX RESTAURANT,MANHATTAN,181,DUANE STREET,10013,2129665939,Italian,05/03/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,48,,,06/18/2018,Cycle Inspection / Initial Inspection
50016822,JIMBO'S HAMBURGER,MANHATTAN,2027,LEXINGTON AVE,10035,2128313999,Hamburgers,05/18/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,,,06/18/2018,Cycle Inspection / Initial Inspection
50018443,VILLAS LOUNGE 2,MANHATTAN,130,AUDUBON AVE,10032,6465770726,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/17/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,C,11/17/2016,06/18/2018,Cycle Inspection / Re-inspection
50037538,BK BAGELS,BROOKLYN,1120,BROADWAY,11221,7184432323,Caf?©/Coffee/Tea,11/10/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,44,,,06/18/2018,Cycle Inspection / Initial Inspection
41702610,THE STRAND SMOKE HOUSE,QUEENS,2527,BROADWAY,11106,7184403231,Barbecue,03/13/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,62,,,06/18/2018,Cycle Inspection / Initial Inspection
50037402,MARIELA'S BAKERY & JUICE BAR,QUEENS,9502,101ST AVE,11416,3472333168,American,02/23/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,A,02/23/2018,06/18/2018,Cycle Inspection / Initial Inspection
50005517,BLACK CRESCENT,MANHATTAN,76,CLINTON ST,10002,2124771771,Seafood,05/11/2016,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,06/18/2018,Trans Fat / Initial Inspection
40424765,FRANCO BAKERY,BRONX,527,EAST  138 STREET,10454,7189934200,Bakery,04/07/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/07/2016,06/18/2018,Cycle Inspection / Re-inspection
50036787,A WIN XIN KITCHEN,BROOKLYN,615,WILSON AVE,11207,7189191571,Chinese,10/04/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,10/04/2017,06/18/2018,Cycle Inspection / Initial Inspection
41014480,BECCOFINO,BRONX,5704,MOSHOLU AVENUE,10471,7184322604,Italian,05/17/2018,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,43,,,06/18/2018,Cycle Inspection / Initial Inspection
